2;403;15;20.9;-1
3;404;15;44;-1
4;406;15;330;-1
5;407;15;212;-1
6;408;15;69;-1
7;409;15;17;-1
8;410;15;13;-1
9;411;15;35;-1
10;412;15;2;-1
11;414;15;0.1;-1
12;420;15;3;-1
13;403;24;0.99;-1
14;404;24;58;-1
15;406;24;1008;-1
16;407;24;843;-1
17;408;24;10;-1
18;409;24;77;-1
19;410;24;23;-1
20;411;24;155;-1
21;412;24;2;-1
22;414;24;0.12;-1
23;416;24;1;-1
24;419;24;2;-1
25;420;24;3;-1
26;403;26;0.37;-1
27;404;26;21;-1
28;406;26;270;-1
29;407;26;231;-1
30;408;26;1;-1
31;409;26;31;-1
32;410;26;6;-1
33;411;26;31;-1
34;412;26;1;-1
35;414;26;0.06;-1
36;416;26;2;-1
37;419;26;2;-1
38;420;26;1;-1
39;403;14;4.97;-1
40;404;14;123;-1
41;406;14;1608;-1
42;407;14;1286;-1
43;408;14;80;-1
44;409;14;44;-1
45;410;14;23;-1
46;411;14;221;-1
47;412;14;5;-1
48;416;14;3;-1
49;403;16;0.14;-1
50;404;16;115;-1
51;406;16;677;-1
52;407;16;620;-1
53;408;16;1;-1
54;409;16;50;-1
55;410;16;4;-1
56;411;16;100;-1
57;412;16;2;-1
58;414;16;0.02;-1
59;416;16;9;-1
60;419;16;4;-1
61;403;25;1.32;-1
62;404;25;62;-1
63;406;25;981;-1
64;407;25;832;-1
65;408;25;13;-1
66;409;25;23;-1
67;410;25;10;-1
68;411;25;119;-1
69;412;25;5;-1
70;414;25;0.08;-1
71;416;25;3;-1
72;419;25;4;-1
73;420;25;4;-1
74;403;34;36;-1
75;406;34;25;-1
76;407;34;11;-1
77;408;34;9;-1
78;412;34;1;-1
79;403;33;36;-1
80;406;33;25;-1
81;407;33;11;-1
82;408;33;9;-1
83;412;33;1;-1
84;403;32;36;-1
85;406;32;25;-1
86;407;32;11;-1
87;408;32;9;-1
88;412;32;1;-1
89;403;31;36;-1
90;406;31;25;-1
91;407;31;11;-1
92;408;31;9;-1
93;412;31;1;-1
94;403;13;3.08;-1
95;404;13;306;-1
96;406;13;3341;-1
97;407;13;2790;-1
98;408;13;103;-1
99;409;13;31;-1
100;410;13;23;-1
101;411;13;447;-1
102;412;13;14;-1
103;416;13;53;-1
104;419;13;1;-1
105;420;13;2;-1
106;403;12;3.08;-1
107;404;12;306;-1
108;406;12;3341;-1
109;407;12;2790;-1
110;408;12;103;-1
111;409;12;31;-1
112;410;12;23;-1
113;411;12;447;-1
114;412;12;14;-1
115;416;12;53;-1
116;403;11;3.08;-1
117;404;11;306;-1
118;406;11;3341;-1
119;407;11;2790;-1
120;408;11;103;-1
121;409;11;31;-1
122;410;11;23;-1
123;411;11;447;-1
124;412;11;14;-1
125;416;11;53;-1
126;403;10;3.08;-1
127;404;10;306;-1
128;406;10;3341;-1
129;407;10;2790;-1
130;408;10;103;-1
131;409;10;31;-1
132;410;10;23;-1
133;411;10;447;-1
134;412;10;14;-1
135;416;10;53;-1
136;403;9;3.08;-1
137;404;9;306;-1
138;406;9;3341;-1
139;407;9;2790;-1
140;408;9;103;-1
141;409;9;31;-1
142;410;9;23;-1
143;411;9;447;-1
144;412;9;14;-1
145;416;9;53;-1
146;403;8;3.08;-1
147;404;8;306;-1
148;406;8;3341;-1
149;407;8;2790;-1
150;408;8;103;-1
151;409;8;31;-1
152;410;8;23;-1
153;411;8;447;-1
154;412;8;14;-1
155;416;8;53;-1
156;403;7;3.08;-1
157;404;7;306;-1
158;406;7;3341;-1
159;407;7;2790;-1
160;408;7;103;-1
161;409;7;31;-1
162;410;7;23;-1
163;411;7;447;-1
164;412;7;14;-1
165;416;7;53;-1
166;403;6;3.08;-1
167;404;6;306;-1
168;406;6;3341;-1
169;407;6;2790;-1
170;408;6;103;-1
171;409;6;31;-1
172;410;6;23;-1
173;411;6;447;-1
174;412;6;14;-1
175;416;6;53;-1
176;403;5;3.08;-1
177;404;5;306;-1
178;406;5;3341;-1
179;407;5;2790;-1
180;408;5;103;-1
181;409;5;31;-1
182;410;5;23;-1
183;411;5;447;-1
184;412;5;14;-1
185;416;5;53;-1
186;403;4;3.08;-1
187;404;4;306;-1
188;406;4;3341;-1
189;407;4;2790;-1
190;408;4;103;-1
191;409;4;31;-1
192;410;4;23;-1
193;411;4;447;-1
194;412;4;14;-1
195;416;4;53;-1
196;414;23;NaN;-1
197;413;23;NaN;-1
198;414;22;NaN;-1
199;413;22;NaN;-1
200;414;21;NaN;-1
201;413;21;NaN;-1
202;414;20;NaN;-1
203;413;20;NaN;-1
204;414;30;NaN;-1
205;413;30;NaN;-1
206;414;29;NaN;-1
207;413;29;NaN;-1
208;414;28;NaN;-1
209;413;28;NaN;-1
210;414;27;NaN;-1
211;413;27;NaN;-1
212;414;19;NaN;-1
213;413;19;NaN;-1
214;414;18;NaN;-1
215;413;18;NaN;-1
216;414;17;NaN;-1
217;413;17;NaN;-1
218;403;3;3.08;-1
219;404;3;306;-1
220;406;3;3341;-1
221;407;3;2790;-1
222;408;3;103;-1
223;409;3;31;-1
224;410;3;23;-1
225;411;3;447;-1
226;412;3;14;-1
227;416;3;142;-1
228;302;36;48;-1
229;309;36;93;-1
230;306;36;30;-1
231;307;36;51.61;-1
232;308;36;12;-1
233;301;36;1;-1
234;321;36;0.04;-1
235;325;36;239;-1
236;326;36;230;-1
237;327;36;9;-1
238;309;37;21;-1
239;306;37;18;-1
240;308;37;1;-1
241;310;37;1;-1
242;312;37;1;-1
243;311;37;1;-1
244;301;37;1;-1
245;320;37;1;-1
246;323;37;2;-1
247;325;37;83;-1
248;326;37;83;-1
249;302;39;1;-1
250;309;39;656;-1
251;306;39;602;-1
252;303;39;73;-1
253;307;39;0.15;-1
254;308;39;114;-1
255;310;39;1;-1
