1;208;30;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Utils\BitmapUtil.cs;114;c342c5b22d80e13721b398e52b915536
1;251;30;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Utils\BitmapUtil.cs;114;c342c5b22d80e13721b398e52b915536
2;14;9;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\obj\Debug\net6.0-windows\WizMachine.AssemblyInfo.cs;112;a2618ab30b378bef547e828bbcd6658d
2;14;9;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\obj\x64\Debug\net6.0-windows\WizMachine.AssemblyInfo.cs;112;a2618ab30b378bef547e828bbcd6658d
2;14;9;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\obj\x86\Debug\net6.0-windows\WizMachine.AssemblyInfo.cs;112;a2618ab30b378bef547e828bbcd6658d
3;14;9;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\obj\Release\net6.0-windows\WizMachine.AssemblyInfo.cs;112;5317abc1eea259037e938de8e1cfa1e5
3;13;9;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\obj\x64\Release\net6.0-windows\WizMachine.AssemblyInfo.cs;112;5317abc1eea259037e938de8e1cfa1e5
3;14;9;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\obj\x86\Release\net6.0-windows\WizMachine.AssemblyInfo.cs;112;5317abc1eea259037e938de8e1cfa1e5
4;14;9;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachineTest\obj\Debug\net6.0-windows\WizMachineTest.AssemblyInfo.cs;112;ba179b0424bb7f43dc652094cc4ed9bf
4;14;9;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachineTest\obj\x64\Debug\net6.0-windows\WizMachineTest.AssemblyInfo.cs;112;ba179b0424bb7f43dc652094cc4ed9bf
