FunctionName;FunctionSignature;Ploc;Bloc;FullPath;LineNo;
SetVersionInfoStr;void WizMachine.Data.US_SprFileHead.SetVersionInfoStr(System.Char[]);7;7;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;23
SetVersionInfoStr;void WizMachine.Data.US_SprFileHead.SetVersionInfoStr(System.Byte[]);7;7;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;31
SetReserved;void WizMachine.Data.US_SprFileHead.SetReserved(System.Byte[]);7;7;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;39
GetVersionInfoStr;System.String WizMachine.Data.US_SprFileHead.GetVersionInfoStr();10;10;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;47
GetVersionInfo;System.Byte[] WizMachine.Data.US_SprFileHead.GetVersionInfo();9;9;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;58
GetReserved;System.Byte[] WizMachine.Data.US_SprFileHead.GetReserved();9;9;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;68
SprFileHead;WizMachine.Data.SprFileHead.SprFileHead(System.Byte[],System.UInt16,System.UInt16,System.Int16,System.Int16,System.UInt16,System.UInt16,System.UInt16,System.UInt16,System.Byte[]);22;22;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;104
get_modifiedSprFileHeadCache;WizMachine.Data.SprFileHead.SprFileHeadCache WizMachine.Data.SprFileHead.get_modifiedSprFileHeadCache();8;8;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;94
ToUnsafe;WizMachine.Data.US_SprFileHead WizMachine.Data.SprFileHead.ToUnsafe();19;19;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;127
IsNotEmpty;System.Boolean WizMachine.Data.SprFileHead.IsNotEmpty();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;147
CreateSprFileHead;WizMachine.Data.SprFileHead WizMachine.Data.SprFileHead.CreateSprFileHead();13;13;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;152
SprFileHeadCache;WizMachine.Data.SprFileHead.SprFileHeadCache.SprFileHeadCache(WizMachine.Data.SprFileHead);19;19;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;168
get_globalWidth;System.UInt16 WizMachine.Data.SprFileHead.SprFileHeadCache.get_globalWidth();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;190
set_globalWidth;void WizMachine.Data.SprFileHead.SprFileHeadCache.set_globalWidth();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;194
get_globalHeight;System.UInt16 WizMachine.Data.SprFileHead.SprFileHeadCache.get_globalHeight();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;201
set_globalHeight;void WizMachine.Data.SprFileHead.SprFileHeadCache.set_globalHeight();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;205
get_offX;System.Int16 WizMachine.Data.SprFileHead.SprFileHeadCache.get_offX();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;212
set_offX;void WizMachine.Data.SprFileHead.SprFileHeadCache.set_offX();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;216
get_offY;System.Int16 WizMachine.Data.SprFileHead.SprFileHeadCache.get_offY();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;223
set_offY;void WizMachine.Data.SprFileHead.SprFileHeadCache.set_offY();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;227
get_Interval;System.UInt16 WizMachine.Data.SprFileHead.SprFileHeadCache.get_Interval();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;234
set_Interval;void WizMachine.Data.SprFileHead.SprFileHeadCache.set_Interval();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;238
get_FrameCounts;System.UInt16 WizMachine.Data.SprFileHead.SprFileHeadCache.get_FrameCounts();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;245
set_FrameCounts;void WizMachine.Data.SprFileHead.SprFileHeadCache.set_FrameCounts();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;249
ToSprFileHead;WizMachine.Data.SprFileHead WizMachine.Data.SprFileHead.SprFileHeadCache.ToSprFileHead();4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;255
ToUnsafe;WizMachine.Data.US_SprFileHead WizMachine.Data.SprFileHead.SprFileHeadCache.ToUnsafe();19;19;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;260
InitFromSprFileHead;void WizMachine.Data.SprFileHead.SprFileHeadCache.InitFromSprFileHead(WizMachine.Data.SprFileHead);4;4;C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine\WizMachine\Data\SPRData.cs;280
