sw,src_path,ploc,code_loc,file_cnt,cc,dc,mcd,cbo,loc,gv,pp,ccd,lmcd,fme,floc,score_mandatory,score_oo,score_procedural,score_script,sam_score,analysis_time,sam_model,sam_tools,dep,gm,ce
SW Project,C:\Users\Hp\source\repos\users\trdhuy\ArtWiz\libs\WizMachine,3341,2790,14,5.0,4.67,1.47,5,4.82,-1,-1,-1,-1,-1,-1,3.71,3.95,-1,-1,3.95,2024-07-26 22:58,7.3.0,7.3.0,-1,-1,-1,
