Type;FromPath;FromClass;FromEntity;FromLineNo;Relations;ToPath;ToClass;ToEntity;ToClassType;ToLineNo
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;CompressFolderToPakFile;157;CALLS;wizmachine/services/utils/nativeengine.cs;NativeEngine;CompressFolderToPakFile;CLASS;83
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;LoadSPRFile;164;CALLS;wizmachine/services/utils/nativeengine.cs;NativeEngine;LoadSPRFile;CLASS;61
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;ConvertAndFreeNativeFrameDataToAppData;224;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;Copy;CLASS;0
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;ConvertAndFreeNativeFrameDataToAppData;224;CALLS;wizmachine/services/utils/nativeengine.cs;NativeEngine;FreeArrData;CLASS;74
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;ConvertAndFreeNativeFrameDataToAppData;224;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;Copy;CLASS;0
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;ConvertAndFreeNativeFrameDataToAppData;224;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;ContainsKey;CLASS;0
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;ConvertAndFreeNativeFrameDataToAppData;224;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;Add;CLASS;0
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;ConvertAndFreeNativeFrameDataToAppData;224;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;ConvertAndFreeNativeFrameDataToAppData;224;CALLS;wizmachine/services/utils/nativeengine.cs;NativeEngine;FreeArrData;CLASS;74
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUsePaletteColorFromCountableColorSource;13;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;ToArray;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUsePaletteColorFromCountableColorSource;13;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;Select;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromCountableColorSource;25;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;ContainsKey;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromCountableColorSource;25;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;Add;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromCountableColorSource;25;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromCountableColorSource;64;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;ToList;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromCountableColorSource;64;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;OrderByDescending;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;wizmachine/utils/colorutil.cs;ColorUtil;CalculateEuclideanDistance;CLASS;9
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;wizmachine/utils/colorutil.cs;ColorUtil;FindAlphaColors;CLASS;54
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;wizmachine/utils/colorutil.cs;ColorUtil;BlendColors;CLASS;33
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromArgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;wizmachine/utils/colorutil.cs;ColorUtil;CalculateEuclideanDistance;CLASS;9
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromArgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;RemoveAt;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;RemoveAt;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;wizmachine/utils/extension.cs;SharpExtension;Also;CLASS;102
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;ToList;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;ToList;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;wizmachine/utils/extension.cs;Extension;ReduceSameItem;CLASS;11
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;SelectMostUseColorFromOrderedDescendingColorSource;98;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Debug;WriteLine;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountBGRAColors;194;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromArgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountBGRAColors;194;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;ContainsKey;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountBGRAColors;194;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromRgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountBGRAColors;194;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;ContainsKey;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountColors;237;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromArgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountColors;237;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;ContainsKey;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountColors;237;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromRgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountColors;237;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;ContainsKey;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountColors;280;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromArgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountColors;280;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;ContainsKey;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountColors;280;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromRgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;CountColors;280;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;HashSet;Add;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;ConvertBitmapSourceToPaletteColorArray;374;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromArgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;ConvertBitmapSourceToPaletteColorArray;374;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromRgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;ConvertBitmapSourceToPaletteColorArray;374;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromArgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;ConvertBitmapSourceToPaletteColorArray;374;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromRgb;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;ConvertBitmapSourceToPaletteColorArray;374;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;ContainsKey;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;ConvertBitmapSourceToPaletteColorArray;374;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;Add;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;ConvertBitmapSourceToPaletteColorArray;374;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;ContainsKey;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;ConvertBitmapSourceToPaletteColorArray;374;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;Add;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;ConvertBitmapSourceToPaletteColorArray;374;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;Add;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;ConvertBitmapSourceToPaletteColorArray;374;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;Add;CLASS;0
CBO;wizmachine/utils/bitmaputil.cs;BitmapUtil;ConvertBitmapSourceToPaletteColorArray;374;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;Add;CLASS;0
CBO;wizmachine/utils/certmanagerutil.cs;CertManagerUtil;CertManagerUtil;17;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Assembly;GetExecutingAssembly;CLASS;0
CBO;wizmachine/utils/certmanagerutil.cs;CertManagerUtil;CertManagerUtil;17;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Security.Cryptography.X509Certificates.dll;X509Certificate;CreateFromSignedFile;CLASS;0
CBO;wizmachine/utils/certmanagerutil.cs;CertManagerUtil;ForceCheckCurrentAssemblyCert;33;CALLS;wizmachine/services/utils/nativeengine.cs;NativeEngine;ForceCheckCertPermission;CLASS;87
CBO;wizmachine/utils/certmanagerutil.cs;CertManagerUtil;ForceCheckCert;38;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;Dictionary;ContainsKey;CLASS;0
CBO;wizmachine/utils/certmanagerutil.cs;CertManagerUtil;ForceCheckCert;38;CALLS;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;GetSignedCertInfoFromFile;CLASS;124
CBO;wizmachine/utils/certmanagerutil.cs;CertManagerUtil;ForceCheckCert;38;CALLS;wizmachine/services/utils/nativeengine.cs;NativeEngine;ForceCheckCertPermission;CLASS;87
CBO;wizmachine/utils/colorutil.cs;ColorUtil;CalculateEuclideanDistance;9;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Math;Sqrt;CLASS;0
CBO;wizmachine/utils/colorutil.cs;ColorUtil;CalculateRGBEuclideanDistance;17;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Math;Sqrt;CLASS;0
CBO;wizmachine/utils/colorutil.cs;ColorUtil;CalculateRGBEuclideanDistance;25;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Math;Sqrt;CLASS;0
CBO;wizmachine/utils/colorutil.cs;ColorUtil;BlendColors;33;CALLS;C:\Program Files\dotnet\packs\Microsoft.WindowsDesktop.App.Ref\6.0.20\ref\net6.0\PresentationCore.dll;Color;FromArgb;CLASS;0
CBO;wizmachine/utils/colorutil.cs;ColorUtil;FindAlphaColors;54;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Math;Round;CLASS;0
CBO;wizmachine/utils/colorutil.cs;ColorUtil;FindAlphaColors;54;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Math;Round;CLASS;0
CBO;wizmachine/utils/colorutil.cs;ColorUtil;FindAlphaColors;54;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Math;Round;CLASS;0
CBO;wizmachine/utils/colorutil.cs;ColorUtil;FindAlphaColors;54;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Math;Round;CLASS;0
CBO;wizmachine/utils/colorutil.cs;ColorUtil;FindAlphaColors;54;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Math;Abs;CLASS;0
CBO;wizmachine/utils/colorutil.cs;ColorUtil;FindAlphaColors;54;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Math;Abs;CLASS;0
CBO;wizmachine/utils/colorutil.cs;ColorUtil;FindAlphaColors;54;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Math;Abs;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;ReduceSameItem;11;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;Select;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;ReduceSameItem;11;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Linq.dll;Enumerable;GroupBy;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;CopyStructToList;16;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;SizeOf;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;CopyStructToList;16;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;AllocHGlobal;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;CopyStructToList;16;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;StructureToPtr;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;CopyStructToList;16;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;Copy;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;CopyStructToList;16;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;FreeHGlobal;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;CopyStructToList;16;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Collections.dll;List;AddRange;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;BinToStruct;27;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;SizeOf;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;BinToStruct;27;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Console.dll;Console;WriteLine;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;BinToStruct;27;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;AllocHGlobal;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;BinToStruct;27;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;Copy;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;BinToStruct;27;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;PtrToStructure;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;BinToStruct;27;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;FreeHGlobal;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;ToByteArray;49;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;SizeOf;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;ToByteArray;49;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;AllocHGlobal;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;ToByteArray;49;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;StructureToPtr;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;ToByteArray;49;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;Copy;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;ToByteArray;49;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;FreeHGlobal;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;CopyStructToArray;60;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;SizeOf;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;CopyStructToArray;60;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;AllocHGlobal;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;CopyStructToArray;60;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;StructureToPtr;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;CopyStructToArray;60;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;Copy;CLASS;0
CBO;wizmachine/utils/extension.cs;Extension;CopyStructToArray;60;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.InteropServices.dll;Marshal;FreeHGlobal;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;IfNullThenLet;75;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Func;Invoke;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;ApplyIfNotNull;84;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Action;Invoke;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;Apply;92;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Action;Invoke;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;Let;97;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Func;Invoke;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;Also;102;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Action;Invoke;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;FoEach;108;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Action;Invoke;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;FoEach;116;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;IEnumerable;GetEnumerator;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;FoEach;116;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;IEnumerator;MoveNext;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;FoEach;116;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Action;Invoke;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;FoEach;116;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;IDisposable;Dispose;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;IfNullOrEmpty;127;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;String;IsNullOrEmpty;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;IfNullOrEmpty;127;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Action;Invoke;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;IfNotNullOrEmpty;135;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;String;IsNullOrEmpty;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;IfNotNullOrEmpty;135;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Action;Invoke;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;FoEach;143;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;IEnumerable;GetEnumerator;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;FoEach;143;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;IEnumerator;MoveNext;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;FoEach;143;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;Func;Invoke;CLASS;0
CBO;wizmachine/utils/extension.cs;SharpExtension;FoEach;143;CALLS;C:\Program Files\dotnet\packs\Microsoft.NETCore.App.Ref\6.0.20\ref\net6.0\System.Runtime.dll;IDisposable;Dispose;CLASS;0
