Metric;Path;Class;ElementPath;Element;ElementLineNo;LOC;FromType;ToType
LOC;wizmachine/services/base/isprworkmanageradvance.cs;ISprWorkManagerAdvance;wizmachine/services/base/isprworkmanageradvance.cs;[CLASS];7;25;CLASS
LOC;wizmachine/data/certdata.cs;CertInfo;wizmachine/data/certdata.cs;[CLASS];10;10;CLASS
LOC;wizmachine/data/sprdata.cs;US_SprFileHead;wizmachine/data/sprdata.cs;[CLASS];9;63;CLASS
LOC;wizmachine/data/sprdata.cs;SprFileHead;wizmachine/data/sprdata.cs;[CLASS];79;83;CLASS
LOC;wizmachine/data/sprdata.cs;SprFileHead$SprFileHeadCache;wizmachine/data/sprdata.cs;[CLASS];165;116;CLASS
LOC;wizmachine/data/sprdata.cs;PaletteColor;wizmachine/data/sprdata.cs;[CLASS];287;44;CLASS
LOC;wizmachine/data/sprdata.cs;Palette;wizmachine/data/sprdata.cs;[CLASS];335;84;CLASS
LOC;wizmachine/data/sprdata.cs;Palette$PaletteCache;wizmachine/data/sprdata.cs;[CLASS];338;35;CLASS
LOC;wizmachine/data/sprdata.cs;FrameOffsetInfo;wizmachine/data/sprdata.cs;[CLASS];467;5;CLASS
LOC;wizmachine/data/sprdata.cs;FrameInfo;wizmachine/data/sprdata.cs;[CLASS];473;7;CLASS
LOC;wizmachine/data/sprdata.cs;FrameRGBA;wizmachine/data/sprdata.cs;[CLASS];481;28;CLASS
LOC;wizmachine/data/sprdata.cs;FrameRGBA$FrameRGBACache;wizmachine/data/sprdata.cs;[CLASS];512;130;CLASS
LOC;wizmachine/enginekeeper.cs;EngineKeeper;wizmachine/enginekeeper.cs;[CLASS];10;33;CLASS
LOC;wizmachine/services/base/isprworkmanagercore.cs;ISprWorkManagerCore;wizmachine/services/base/isprworkmanagercore.cs;[CLASS];13;171;CLASS
LOC;wizmachine/services/impl/sprworkmanageradvance.cs;SprWorkManagerAdvance;wizmachine/services/impl/sprworkmanageradvance.cs;[CLASS];11;243;CLASS
LOC;wizmachine/services/impl/sprworkmanagercore.cs;SprWorkManagerCore;wizmachine/services/impl/sprworkmanagercore.cs;[CLASS];13;576;CLASS
LOC;wizmachine/services/utils/nativeengine.cs;NativeEngine;wizmachine/services/utils/nativeengine.cs;[CLASS];11;36;CLASS
LOC;wizmachine/services/utils/nativeengine.cs;NativeEngine$NFrameInfo;wizmachine/services/utils/nativeengine.cs;[CLASS];13;7;CLASS
LOC;wizmachine/services/utils/nativeengine.cs;NativeEngine$NFrameData;wizmachine/services/utils/nativeengine.cs;[CLASS];21;9;CLASS
LOC;wizmachine/services/utils/nativeengine.cs;NativeEngine$NSPRFileHead;wizmachine/services/utils/nativeengine.cs;[CLASS];31;15;CLASS
LOC;wizmachine/services/utils/nativeengine.cs;NativeEngine$NColor;wizmachine/services/utils/nativeengine.cs;[CLASS];47;6;CLASS
LOC;wizmachine/services/utils/nativeengine.cs;NativeEngine$CertInfo;wizmachine/services/utils/nativeengine.cs;[CLASS];91;10;CLASS
LOC;wizmachine/services/utils/nativeengine.cs;NativeAPIAdapter;wizmachine/services/utils/nativeengine.cs;[CLASS];109;139;CLASS
LOC;wizmachine/utils/bitmaputil.cs;BitmapUtil;wizmachine/utils/bitmaputil.cs;[CLASS];11;424;CLASS
LOC;wizmachine/utils/certmanagerutil.cs;CertManagerUtil;wizmachine/utils/certmanagerutil.cs;[CLASS];13;38;CLASS
LOC;wizmachine/utils/colorutil.cs;ColorUtil;wizmachine/utils/colorutil.cs;[CLASS];7;57;CLASS
LOC;wizmachine/utils/extension.cs;Extension;wizmachine/utils/extension.cs;[CLASS];9;55;CLASS
LOC;wizmachine/utils/extension.cs;SharpExtension;wizmachine/utils/extension.cs;[CLASS];73;163;CLASS
LOC;wizmachine/utils/logger.cs;Logger;wizmachine/utils/logger.cs;[CLASS];8;38;CLASS
LOC;wizmachine/utils/logger.cs;Logger$Raw;wizmachine/utils/logger.cs;[CLASS];59;16;CLASS
